# Метеостанция Варшава / Окенце (аэропорт), Польша, WMO_ID=12375, выборка с 01.01.2013 по 30.07.2013, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=12375&lang=ru
#
"Местное время в Варшаве / Окенце (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.07.2013 17:00";"21.6";"754.1";"763.5";"-0.6";"42";"Ветер, дующий с западо-северо-запада";"6";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"30.0";"8.1";"";"";"";"";"";"";
"20.07.2013 14:00";"20.0";"754.7";"764.2";"-0.3";"46";"Ветер, дующий с северо-запада";"5";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1500-2000";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистых, перисто-кучевых или перисто-слоистых нет.";"30.0";"8.0";"Осадков нет";"6";"";"";"";"";
"20.07.2013 11:00";"17.8";"755.0";"764.5";"0.6";"53";"Ветер, дующий с северо-запада";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"8.1";"";"";"";"";"";"";
"20.07.2013 08:00";"16.7";"754.4";"763.9";"0.7";"63";"Ветер, дующий с северо-северо-запада";"4";"";"";"70 – 80%.";" ";"";"";"12.6";"21.6";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"9.6";"Следы осадков";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"11.0";"";"";
"20.07.2013 05:00";"12.9";"753.7";"763.3";"0.6";"79";"Ветер, дующий с северо-запада";"3";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"9.3";"";"";"";"";"";"";
"20.07.2013 02:00";"15.9";"753.1";"762.6";"1.0";"63";"Ветер, дующий с северо-северо-востока";"5";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"";"";"30.0";"8.9";"Следы осадков";"6";"";"";"";"";
"19.07.2013 23:00";"18.4";"752.1";"761.5";"1.3";"75";"Ветер, дующий с севера";"7";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"600-1000";"";"";"20.0";"13.9";"";"";"";"";"";"";
"19.07.2013 20:00";"21.6";"750.8";"760.1";"0.2";"63";"Ветер, дующий с западо-северо-запада";"6";"";"14";"70 – 80%.";" ";"";"";"19.6";"25.6";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"20–30%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"14.3";"Осадков нет";"12";"";"";"";"";
"19.07.2013 17:00";"24.7";"750.6";"759.8";"-1.0";"50";"Ветер, дующий с запада";"6";"";"13";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"13.6";"";"";"";"";"";"";
"19.07.2013 14:00";"24.2";"751.6";"760.8";"-1.3";"51";"Ветер, дующий с запада";"6";"11";"12";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"13.4";"Осадков нет";"6";"";"";"";"";
"19.07.2013 11:00";"23.2";"752.9";"762.2";"-0.7";"55";"Ветер, дующий с запада";"6";"";"10";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"13.7";"";"";"";"";"";"";
"19.07.2013 08:00";"19.6";"753.6";"763.0";"-0.7";"67";"Ветер, дующий с запада";"4";"";"";"40%.";" ";"";"";"14.9";"23.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"13.3";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"14.0";"";"";
"19.07.2013 05:00";"15.3";"754.3";"763.9";"-0.5";"85";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"12.8";"";"";"";"";"";"";
"19.07.2013 02:00";"17.7";"754.8";"764.3";"-0.2";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.6";"Осадков нет";"6";"";"";"";"";
"18.07.2013 23:00";"20.3";"755.0";"764.5";"0.0";"67";"Ветер, дующий с западо-юго-запада";"1";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"14.0";"";"";"";"";"";"";
"18.07.2013 20:00";"23.7";"755.0";"764.3";"-0.5";"52";"Ветер, дующий с западо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"19.4";"26.5";"Слоисто-кучевые, образовавшиеся из кучевых.";"10%  или менее, но не 0";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"13.3";"Осадков нет";"12";"";"";"";"";
"18.07.2013 17:00";"26.2";"755.5";"764.7";"-0.6";"43";"Ветер, дующий с запада";"4";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"30.0";"12.6";"";"";"";"";"";"";
"18.07.2013 14:00";"25.6";"756.1";"765.3";"-0.8";"49";"Ветер, дующий с запада";"5";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"30.0";"14.1";"Осадков нет";"6";"";"";"";"";
"18.07.2013 11:00";"22.9";"756.9";"766.3";"0.0";"60";"Ветер, дующий с запада";"3";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"30.0";"14.7";"";"";"";"";"";"";
"18.07.2013 08:00";"19.4";"756.9";"766.3";"0.2";"74";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"14.6";"21.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"14.6";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"12.0";"";"";
"18.07.2013 05:00";"15.1";"756.7";"766.3";"0.3";"89";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"13.3";"";"";"";"";"";"";
"18.07.2013 02:00";"14.8";"756.4";"766.0";"0.0";"92";"Штиль, безветрие";"0";"";"";"20–30%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.5";"Осадков нет";"6";"";"";"";"";
"17.07.2013 23:00";"18.7";"756.4";"765.9";"0.5";"71";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"13.3";"";"";"";"";"";"";
"17.07.2013 20:00";"21.8";"755.9";"765.3";"0.0";"56";"Ветер, дующий с западо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"17.5";"24.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"12.6";"Осадков нет";"12";"";"";"";"";
"17.07.2013 18:00";"23.1";"755.9";"765.3";"-0.2";"49";"Ветер, дующий с северо-запада";"4";"";"";"20–30%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.8";"";"";"";"";"";"";
"17.07.2013 17:00";"23.2";"755.9";"765.2";"-0.5";"50";"Ветер, дующий с западо-северо-запада";"5";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.2";"";"";"";"";"";"";
"17.07.2013 16:00";"23.2";"756.1";"765.5";"-0.6";"53";"Ветер, дующий с западо-северо-запада";"5";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.1";"";"";"";"";"";"";
"17.07.2013 15:00";"24.1";"756.1";"765.4";"-0.7";"49";"Ветер, дующий с западо-северо-запада";"4";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.7";"";"";"";"";"";"";
"17.07.2013 14:00";"23.5";"756.4";"765.7";"-0.7";"55";"Ветер, дующий с северо-запада";"5";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.9";"Осадков нет";"6";"";"";"";"";
"17.07.2013 13:00";"22.4";"756.7";"766.0";"-0.4";"55";"Ветер, дующий с западо-северо-запада";"5";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.9";"";"";"";"";"";"";
"17.07.2013 12:00";"21.6";"756.8";"766.2";"-0.3";"59";"Ветер, дующий с западо-северо-запада";"5";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.2";"";"";"";"";"";"";
"17.07.2013 11:00";"20.1";"757.1";"766.6";"0.1";"67";"Ветер, дующий с западо-северо-запада";"3";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.8";"";"";"";"";"";"";
"17.07.2013 10:00";"19.5";"757.1";"766.6";"0.1";"69";"Ветер, дующий с западо-северо-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"";"";"20.0";"13.7";"";"";"";"";"";"";
"17.07.2013 09:00";"18.7";"757.1";"766.6";"0.4";"74";"Ветер, дующий с западо-северо-запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"14.0";"";"";"";"";"";"";
"17.07.2013 08:00";"17.5";"757.0";"766.5";"0.3";"79";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"13.7";"20.0";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"13.8";"Осадков нет";"12";"Поверхность почвы влажная.";"12.0";"";"";
"17.07.2013 07:00";"15.8";"757.0";"766.6";"0.3";"90";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"14.2";"";"";"";"";"";"";
"17.07.2013 06:00";"14.3";"756.7";"766.3";"0.0";"93";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"13.2";"";"";"";"";"";"";
"17.07.2013 05:00";"13.8";"756.7";"766.3";"0.0";"94";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"12.9";"";"";"";"";"";"";
"17.07.2013 04:00";"14.1";"756.7";"766.3";"0.0";"92";"Ветер, дующий с запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"30.0";"12.8";"";"";"";"";"";"";
"17.07.2013 03:00";"14.6";"756.7";"766.3";"0.3";"90";"Ветер, дующий с запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"30.0";"13.0";"";"";"";"";"";"";
"17.07.2013 02:00";"15.0";"756.7";"766.3";"0.3";"89";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"30.0";"13.2";"Осадков нет";"6";"";"";"";"";
"17.07.2013 01:00";"15.5";"756.7";"766.3";"0.5";"86";"Ветер, дующий с запада";"2";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"13.2";"";"";"";"";"";"";
"17.07.2013 00:00";"16.0";"756.4";"766.0";"0.4";"82";"Ветер, дующий с западо-северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"12.9";"";"";"";"";"";"";
"16.07.2013 23:00";"16.5";"756.4";"766.0";"0.7";"81";"Ветер, дующий с западо-северо-запада";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"13.2";"";"";"";"";"";"";
"16.07.2013 22:00";"17.8";"756.2";"765.7";"0.4";"78";"Ветер, дующий с западо-северо-запада";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"30.0";"13.9";"";"";"";"";"";"";
"16.07.2013 21:00";"18.9";"756.0";"765.4";"0.2";"73";"Ветер, дующий с запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"30.0";"14.0";"";"";"";"";"";"";
"16.07.2013 20:00";"20.0";"755.7";"765.1";"-0.4";"67";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"16.4";"20.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"30.0";"13.7";"Осадков нет";"12";"";"";"";"";
"16.07.2013 19:00";"20.4";"755.8";"765.3";"-0.3";"65";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"30.0";"13.6";"";"";"";"";"";"";
"16.07.2013 18:00";"20.4";"755.8";"765.3";"-0.3";"66";"Ветер, дующий с западо-северо-запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"1000-1500";"";"";"30.0";"13.8";"";"";"";"";"";"";
"16.07.2013 17:00";"20.4";"756.1";"765.5";"0.0";"65";"Ветер, дующий с западо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"30.0";"13.6";"";"";"";"";"";"";
"16.07.2013 16:00";"20.5";"756.1";"765.5";"0.0";"61";"Ветер, дующий с западо-северо-запада";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"1000-1500";"";"";"30.0";"12.7";"";"";"";"";"";"";
"16.07.2013 15:00";"20.0";"756.1";"765.5";"0.0";"62";"Ветер, дующий с западо-северо-запада";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"1000-1500";"";"";"20.0";"12.5";"";"";"";"";"";"";
"16.07.2013 14:00";"20.1";"756.1";"765.5";"0.3";"63";"Ветер, дующий с западо-северо-запада";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"1000-1500";"";"";"20.0";"12.8";"Осадков нет";"6";"";"";"";"";
"16.07.2013 13:00";"19.7";"756.1";"765.5";"0.3";"64";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.7";"";"";"";"";"";"";
"16.07.2013 12:00";"18.9";"756.1";"765.5";"0.0";"64";"Ветер, дующий с запада";"6";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"11.9";"";"";"";"";"";"";
"16.07.2013 11:00";"18.7";"755.8";"765.3";"0.0";"65";"Ветер, дующий с запада";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"";"";"20.0";"12.0";"";"";"";"";"";"";
"16.07.2013 10:00";"18.7";"755.8";"765.3";"0.3";"67";"Ветер, дующий с запада";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"";"";"20.0";"12.4";"";"";"";"";"";"";
