# Метеостанция Минск, Беларусь, WMO_ID=26850, выборка с 01.01.2010 по 30.07.2010, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26850&lang=ru
#
"Местное время в Минске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.06.2010 09:00";"11.7";"746.0";"766.0";"";"77";"Ветер, дующий с северо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"7.0";"";"";"";"";"";"";"20.0";"7.8";"";"";"Поверхность почвы влажная.";"";"";"";
"17.06.2010 06:00";"7.3";"745.0";"765.4";"";"90";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"5.8";"";"";"Поверхность почвы влажная.";"";"";"";
"17.06.2010 03:00";"8.6";"744.6";"764.8";"";"92";"Ветер, дующий с северо-северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"7.3";"";"";"";"";"";"";
"17.06.2010 00:00";"10.5";"744.3";"764.3";"";"83";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"7.8";"";"";"";"";"";"";
"16.06.2010 21:00";"13.5";"743.4";"763.2";"";"64";"Ветер, дующий с северо-северо-запада";"2";"";"";"10%  или менее, но не 0";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"17.0";"";"10%  или менее, но не 0";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"6.8";"1.0";"12";"";"";"";"";
"16.06.2010 18:00";"13.7";"743.2";"763.0";"";"77";"Ветер, дующий с северо-запада";"2";"";"";"60%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"9.7";"0.1";"9";"";"";"";"";
"16.06.2010 15:00";"13.8";"743.2";"763.0";"";"63";"Ветер, дующий с северо-запада";"1";"";"";"60%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"7.0";"";"";"";"";"";"";
"16.06.2010 12:00";"14.4";"742.8";"762.5";"";"81";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"15.0";"11.2";"";"";"";"";"";"";
"16.06.2010 09:00";"11.4";"742.6";"762.5";"";"87";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"9.0";"9.4";"0.4";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
"16.06.2010 06:00";"12.0";"742.5";"762.4";"";"89";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"10.3";"";"";"Поверхность почвы влажная.";"";"";"";
"16.06.2010 03:00";"12.4";"743.0";"762.8";"";"85";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500 или более, или облаков нет.";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"9.9";"";"";"";"";"";"";
"16.06.2010 00:00";"12.4";"743.1";"763.0";"";"87";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.3";"";"";"";"";"";"";
"15.06.2010 21:00";"15.2";"743.0";"762.6";"";"67";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"18.0";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"9.2";"Следы осадков";"12";"";"";"";"";
"15.06.2010 18:00";"17.1";"742.7";"762.3";"";"57";"Ветер, дующий с северо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"60%.";"1000-1500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"8.4";"Следы осадков";"9";"";"";"";"";
"15.06.2010 15:00";"15.8";"742.7";"762.4";"";"73";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"11.0";"";"";"";"";"";"";
"15.06.2010 12:00";"14.0";"741.4";"761.1";"";"89";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"200-300";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"12.2";"";"";"";"";"";"";
"15.06.2010 09:00";"13.9";"739.9";"759.5";"";"94";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"13.4";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"200-300";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"13.0";"9.0";"12";"Поверхность почвы влажная.";"";"";"";
"15.06.2010 06:00";"13.4";"739.0";"758.8";"";"96";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"200-300";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"12.8";"9.0";"9";"Поверхность почвы влажная.";"";"";"";
"15.06.2010 03:00";"14.4";"738.9";"758.6";"";"96";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"13.7";"";"";"";"";"";"";
"15.06.2010 00:00";"16.2";"739.7";"759.2";"";"82";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"13.1";"";"";"";"";"";"";
"14.06.2010 21:00";"17.5";"740.1";"759.6";"";"74";"Ветер, дующий с востоко-северо-востока";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"20.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"15.0";"12.8";"0.4";"12";"";"";"";"";
"14.06.2010 18:00";"17.8";"740.8";"760.3";"";"72";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"12.6";"";"";"";"";"";"";
"14.06.2010 15:00";"19.1";"741.8";"761.2";"";"54";"Ветер, дующий с востоко-северо-востока";"1";"";"";"60%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"9.7";"";"";"";"";"";"";
"14.06.2010 12:00";"17.8";"742.6";"762.2";"";"60";"Ветер, дующий с юго-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"";"";"20.0";"9.9";"";"";"";"";"";"";
"14.06.2010 09:00";"14.9";"742.6";"762.4";"";"70";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"10.6";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"1000-1500";"";"";"20.0";"9.5";"";"";"Поверхность почвы влажная.";"";"";"";
"14.06.2010 06:00";"11.5";"742.0";"761.9";"";"88";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"9.5";"";"";"Поверхность почвы влажная.";"";"";"";
"14.06.2010 03:00";"11.7";"741.9";"761.8";"";"91";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"10.2";"";"";"";"";"";"";
"14.06.2010 00:00";"14.1";"740.9";"760.6";"";"75";"Ветер, дующий с северо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"9.7";"";"";"";"";"";"";
"13.06.2010 21:00";"15.1";"740.0";"759.7";"";"68";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"21.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"9.3";"";"";"";"";"";"";
"13.06.2010 18:00";"17.6";"738.5";"758.0";"";"59";"Ветер, дующий с северо-запада";"2";"";"11";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"600-1000";"";"";"20.0";"9.4";"";"";"";"";"";"";
"13.06.2010 15:00";"20.3";"737.2";"756.4";"";"58";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"11.7";"";"";"";"";"";"";
"13.06.2010 12:00";"18.9";"736.2";"755.4";"";"65";"Ветер, дующий с западо-северо-запада";"1";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"12.3";"";"";"";"";"";"";
"13.06.2010 09:00";"17.8";"734.0";"753.2";"";"88";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"16.6";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"300-600";"";"";"15.0";"15.8";"17.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"";"";"";
"13.06.2010 06:00";"16.9";"734.0";"753.2";"";"94";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"300-600";"";"";"15.0";"16.0";"17.0";"9";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"";"";"";
"13.06.2010 03:00";"18.7";"733.1";"752.2";"";"91";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"17.2";"";"";"";"";"";"";
"13.06.2010 00:00";"22.6";"734.6";"753.5";"";"59";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Гроза, но без осадков, в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"14.3";"";"";"";"";"";"";
"12.06.2010 21:00";"25.5";"735.6";"754.4";"";"48";"Ветер, дующий с юго-запада";"1";"";"";"60%.";" ";"";"";"";"28.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"13.6";"";"";"";"";"";"";
"12.06.2010 18:00";"27.6";"736.0";"754.8";"";"38";"Ветер, дующий с западо-северо-запада";"2";"";"11";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"12.1";"";"";"";"";"";"";
"12.06.2010 15:00";"27.4";"736.0";"754.8";"";"42";"Ветер, дующий с западо-северо-запада";"4";"";"";"40%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"1000-1500";"";"";"20.0";"13.4";"";"";"";"";"";"";
"12.06.2010 12:00";"26.9";"735.6";"754.4";"";"46";"Ветер, дующий с юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"";"";"20.0";"14.2";"";"";"";"";"";"";
"12.06.2010 09:00";"23.8";"734.6";"753.4";"";"100";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"22.1";"";"";"";"";"";"";"20.0";"23.8";"";"";"Поверхность почвы влажная.";"";"";"";
"12.06.2010 06:00";"22.1";"733.5";"752.5";"";"75";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"17.4";"";"";"Поверхность почвы влажная.";"";"";"";
"12.06.2010 03:00";"23.5";"732.9";"751.7";"";"77";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"19.3";"";"";"";"";"";"";
"12.06.2010 00:00";"24.9";"734.0";"752.8";"";"74";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"20.0";"";"";"";"";"";"";
"11.06.2010 21:00";"27.6";"734.0";"752.8";"";"64";"Ветер, дующий с юго-юго-запада";"1";"";"";"40%.";" ";"";"";"";"30.0";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"20.3";"";"";"";"";"";"";
"11.06.2010 18:00";"29.9";"734.7";"753.2";"";"58";"Ветер, дующий с юго-юго-запада";"3";"";"";"40%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"20.8";"";"";"";"";"";"";
"11.06.2010 15:00";"29.1";"736.0";"754.6";"";"58";"Ветер, дующий с юго-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"20.0";"";"";"";"";"";"";
"11.06.2010 12:00";"25.4";"737.0";"755.8";"";"72";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"50%.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"19.9";"";"";"";"";"";"";
"11.06.2010 09:00";"21.0";"737.5";"756.6";"";"86";"Ветер, дующий с востоко-юго-востока";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"18.6";"";"";"60%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"18.6";"2.0";"12";"Поверхность почвы влажная.";"";"";"";
"11.06.2010 06:00";"18.6";"738.2";"757.5";"";"95";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"";"100%.";"2500 или более, или облаков нет.";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"17.8";"2.0";"9";"Поверхность почвы влажная.";"";"";"";
"11.06.2010 03:00";"18.6";"738.4";"757.7";"";"95";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"17.8";"";"";"";"";"";"";
"11.06.2010 00:00";"20.2";"739.4";"758.6";"";"93";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"19.0";"";"";"";"";"";"";
"10.06.2010 21:00";"22.3";"739.3";"758.3";"";"80";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"25.7";"";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"18.7";"Следы осадков";"12";"";"";"";"";
"10.06.2010 18:00";"21.5";"740.1";"759.2";"";"77";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";"Гроза, но без осадков, в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"20–30%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"17.4";"Следы осадков";"9";"";"";"";"";
"10.06.2010 15:00";"25.1";"740.2";"759.2";"";"64";"Ветер, дующий с юго-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"17.8";"";"";"";"";"";"";
"10.06.2010 12:00";"22.5";"741.2";"760.4";"";"71";"Ветер, дующий с востоко-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"16.9";"";"";"";"";"";"";
"10.06.2010 09:00";"16.3";"741.4";"761.0";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"15.1";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"15.4";"43.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"";"";"";
"10.06.2010 06:00";"15.3";"741.8";"761.5";"";"94";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"6.0";"14.4";"17.0";"9";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"";"";"";
"10.06.2010 03:00";"16.1";"742.6";"762.2";"";"91";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"100%.";"300-600";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"8.0";"14.7";"";"";"";"";"";"";
"10.06.2010 00:00";"18.1";"741.8";"761.2";"";"71";"Ветер, дующий с юго-востока";"1";"";"";"60%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"12.7";"";"";"";"";"";"";
"09.06.2010 21:00";"21.2";"741.8";"761.0";"";"60";"Ветер, дующий с востоко-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"23.2";"";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"13.2";"";"";"";"";"";"";
"09.06.2010 18:00";"22.8";"741.8";"760.9";"";"53";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"Облаков нет.";"2500 или более, или облаков нет.";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"12.7";"";"";"";"";"";"";
"09.06.2010 15:00";"21.4";"742.2";"761.5";"";"56";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"10%  или менее, но не 0";"1000-1500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"12.2";"";"";"";"";"";"";
"09.06.2010 12:00";"20.1";"742.4";"761.7";"";"64";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"600-1000";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"13.2";"";"";"";"";"";"";
"09.06.2010 09:00";"17.7";"741.7";"761.2";"";"69";"Ветер, дующий с западо-юго-запада";"1";"";"";"20–30%.";" ";"";"";"11.8";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"11.9";"";"";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"";"";"";
