# Метеостанция Минск, Беларусь, WMO_ID=26850, выборка с 01.01.2017 по 31.12.2017, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26850&lang=ru
#
"Местное время в Минске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.10.2017 18:00";"6.7";"735.2";"755.5";"0.1";"92";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"5.4";"";"";"";"";"";"";
"10.10.2017 15:00";"6.8";"735.1";"755.4";"0.8";"91";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"8.0";"5.4";"";"";"";"";"";"";
"10.10.2017 12:00";"6.3";"734.3";"754.6";"1.5";"88";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"12.0";"4.4";"";"";"";"";"";"";
"10.10.2017 09:00";"5.3";"732.8";"753.1";"0.9";"91";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Морось.";"5.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"19.0";"4.0";"2.0";"12";"";"";"";"";
"10.10.2017 06:00";"6.2";"731.9";"752.2";"-0.8";"91";"Ветер, дующий с юга";"3";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"15.0";"4.9";"";"";"";"";"";"";
"10.10.2017 03:00";"6.5";"732.7";"753.0";"-0.3";"92";"Ветер, дующий с юга";"3";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Дождь.";"Морось.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"5.3";"";"";"";"";"";"";
"10.10.2017 00:00";"6.5";"733.0";"753.3";"-0.2";"95";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"12.0";"5.7";"";"";"";"";"";"";
"09.10.2017 21:00";"6.3";"733.2";"753.5";"0.2";"96";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Морось.";"";"8.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"5.7";"0.1";"12";"";"";"";"";
"09.10.2017 18:00";"6.0";"733.0";"753.4";"0.5";"90";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"4.4";"";"";"";"";"";"";
"09.10.2017 15:00";"8.0";"732.5";"752.7";"0.1";"66";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"2.0";"";"";"";"";"";"";
"09.10.2017 12:00";"6.4";"732.4";"752.7";"0.0";"84";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"3.8";"";"";"";"";"";"";
"09.10.2017 09:00";"5.7";"732.4";"752.8";"-0.6";"93";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"15.0";"4.6";"4.0";"12";"";"";"";"";
"09.10.2017 06:00";"6.1";"733.0";"753.2";"-0.9";"94";"Ветер, дующий с северо-запада";"2";"";"";"90  или более, но не 100%";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"10.0";"5.2";"";"";"";"";"";"";
"09.10.2017 03:00";"6.7";"733.9";"754.2";"-1.2";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"6.0";"";"";"";"";"";"";
"09.10.2017 00:00";"7.3";"735.1";"755.3";"-0.6";"92";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"6.1";"";"";"";"";"";"";
"08.10.2017 21:00";"8.3";"735.7";"755.8";"0.0";"87";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"10.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"6.3";"0.6";"12";"";"";"";"";
"08.10.2017 18:00";"10.4";"735.7";"755.7";"-0.6";"69";"Ветер, дующий с юго-юго-востока";"3";"";"10";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"4.8";"";"";"";"";"";"";
"08.10.2017 15:00";"10.8";"736.3";"756.4";"-0.9";"68";"Ветер, дующий с юго-юго-востока";"5";"10";"11";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"20.0";"5.1";"";"";"";"";"";"";
"08.10.2017 12:00";"8.3";"737.2";"757.5";"-0.3";"83";"Ветер, дующий с юго-востока";"4";"";"10";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"5.6";"";"";"";"";"";"";
"08.10.2017 09:00";"6.2";"737.5";"758.0";"-0.3";"97";"Ветер, дующий с юго-юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"5.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"200-300";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"14.0";"5.8";"";"";"";"";"";"";
"08.10.2017 06:00";"5.7";"737.8";"758.3";"-0.6";"94";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"4.8";"";"";"";"";"";"";
"08.10.2017 03:00";"5.9";"738.4";"758.8";"-0.7";"95";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"5.2";"";"";"";"";"";"";
"08.10.2017 00:00";"6.2";"739.1";"759.6";"0.1";"90";"Ветер, дующий с юга";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"4.7";"";"";"";"";"";"";
"07.10.2017 21:00";"7.4";"739.0";"759.4";"0.6";"86";"Ветер, дующий с юго-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"11.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"5.1";"Следы осадков";"12";"";"";"";"";
"07.10.2017 18:00";"10.0";"738.4";"758.5";"0.5";"74";"Ветер, дующий с западо-юго-запада";"3";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"5.6";"";"";"";"";"";"";
"07.10.2017 15:00";"9.9";"737.9";"758.0";"0.5";"73";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"5.2";"";"";"";"";"";"";
"07.10.2017 12:00";"8.2";"737.4";"757.6";"1.2";"86";"Ветер, дующий с западо-юго-запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"";"";"15.0";"6.0";"";"";"";"";"";"";
"07.10.2017 09:00";"6.8";"736.2";"756.5";"1.7";"92";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"6.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"5.6";"3.0";"12";"";"";"";"";
"07.10.2017 06:00";"7.1";"734.5";"754.7";"0.9";"91";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"15.0";"5.7";"";"";"";"";"";"";
"07.10.2017 03:00";"7.9";"733.6";"753.7";"1.2";"90";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"6.3";"";"";"";"";"";"";
"07.10.2017 00:00";"7.2";"732.4";"752.7";"0.6";"92";"Ветер, дующий с юго-запада";"3";"";"";"70 – 80%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.0";"";"";"";"";"";"";
"06.10.2017 21:00";"7.2";"731.8";"752.1";"1.8";"91";"Ветер, дующий с запада";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"10.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"5.8";"1.0";"12";"";"";"";"";
"06.10.2017 18:00";"9.8";"730.0";"749.9";"1.4";"79";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"17.0";"6.2";"";"";"";"";"";"";
"06.10.2017 15:00";"9.8";"728.6";"748.6";"1.7";"76";"Ветер, дующий с запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"5.7";"";"";"";"";"";"";
"06.10.2017 12:00";"8.8";"726.9";"746.8";"2.1";"86";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"6.5";"";"";"";"";"";"";
"06.10.2017 09:00";"7.4";"724.8";"744.8";"1.5";"96";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"7.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"6.8";"4.0";"6";"";"";"";"";
"06.10.2017 06:00";"7.5";"723.3";"743.2";"-0.4";"97";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"7.0";"7.1";"";"";"";"";"";"";
"06.10.2017 03:00";"7.8";"723.7";"743.6";"-1.5";"97";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"8.0";"7.3";"";"";"";"";"";"";
"06.10.2017 00:00";"8.0";"725.2";"745.1";"-1.5";"89";"Ветер, дующий с юго-юго-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"6.3";"";"";"";"";"";"";
"05.10.2017 21:00";"8.4";"726.7";"746.7";"-0.9";"81";"Ветер, дующий с юго-юго-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"11.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"17.0";"5.3";"2.0";"12";"";"";"";"";
"05.10.2017 18:00";"10.1";"727.6";"747.4";"-1.2";"68";"Ветер, дующий с юго-запада";"3";"";"12";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"18.0";"4.5";"";"";"";"";"";"";
"05.10.2017 15:00";"10.7";"728.8";"748.6";"-0.7";"65";"Ветер, дующий с юго-запада";"4";"10";"12";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"18.0";"4.3";"";"";"";"";"";"";
"05.10.2017 12:00";"8.4";"729.5";"749.6";"-0.5";"80";"Ветер, дующий с запада";"3";"";"11";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"5.1";"";"";"";"";"";"";
"05.10.2017 09:00";"7.7";"730.0";"750.1";"-1.5";"93";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Морось.";"7.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"6.7";"4.0";"12";"";"";"";"";
"05.10.2017 06:00";"8.0";"731.5";"751.6";"-2.6";"92";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь.";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"12.0";"6.7";"";"";"";"";"";"";
"05.10.2017 03:00";"8.7";"734.1";"754.3";"-2.2";"94";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"14.0";"7.7";"";"";"";"";"";"";
"05.10.2017 00:00";"9.0";"736.3";"756.5";"-1.7";"86";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"15.0";"6.8";"";"";"";"";"";"";
"04.10.2017 21:00";"9.9";"738.0";"758.2";"-1.0";"83";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"12.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"18.0";"7.1";"0.3";"12";"";"";"";"";
"04.10.2017 18:00";"10.5";"739.0";"759.1";"-0.7";"80";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"16.0";"7.1";"";"";"";"";"";"";
"04.10.2017 15:00";"11.4";"739.7";"759.8";"0.2";"80";"Ветер, дующий с западо-юго-запада";"4";"";"10";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"17.0";"8.0";"";"";"";"";"";"";
"04.10.2017 12:00";"11.1";"739.5";"759.6";"0.1";"82";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"14.0";"8.2";"";"";"";"";"";"";
"04.10.2017 09:00";"11.1";"739.5";"759.6";"0.0";"82";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"14.0";"8.2";"";"";"";"";"";"";
"04.10.2017 06:00";"8.1";"739.5";"759.8";"-0.7";"97";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"6.0";"7.7";"";"";"";"";"";"";
"04.10.2017 03:00";"8.0";"740.2";"760.6";"-1.1";"97";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"5.0";"7.5";"";"";"";"";"";"";
"04.10.2017 00:00";"7.4";"741.3";"761.8";"-0.7";"95";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"7.0";"6.7";"";"";"";"";"";"";
"03.10.2017 21:00";"7.4";"742.0";"762.5";"-0.2";"92";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"9.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"6.2";"1.0";"12";"";"";"";"";
"03.10.2017 18:00";"9.1";"742.2";"762.6";"-0.1";"74";"Ветер, дующий с юго-юго-востока";"2";"";"";"90  или более, но не 100%";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"";"";"10.0";"4.7";"";"";"";"";"";"";
"03.10.2017 15:00";"8.5";"742.3";"762.7";"-0.9";"70";"Ветер, дующий с юга";"2";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"15.0";"3.3";"";"";"";"";"";"";
"03.10.2017 12:00";"6.5";"743.2";"763.9";"-0.6";"73";"Ветер, дующий с юго-юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"2.0";"";"";"";"";"";"";
"03.10.2017 09:00";"4.3";"743.8";"764.5";"-1.2";"81";"Ветер, дующий с юго-востока";"4";"";"11";"100%.";" ";"";"";"2.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"19.0";"1.3";"";"";"";"";"";"";
"03.10.2017 06:00";"3.9";"745.0";"765.8";"-1.8";"82";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"18.0";"1.1";"";"";"";"";"";"";
"03.10.2017 03:00";"4.5";"746.8";"767.6";"-0.9";"82";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.7";"";"";"";"";"";"";
"03.10.2017 00:00";"5.5";"747.7";"770.0";"-1.2";"83";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.8";"";"";"";"";"";"";
"02.10.2017 21:00";"7.0";"748.9";"769.6";"-0.9";"81";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"8.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"4.0";"";"";"";"";"";"";
"02.10.2017 18:00";"7.9";"749.8";"770.5";"-1.2";"72";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"3.2";"";"";"";"";"";"";
"02.10.2017 15:00";"8.0";"751.0";"771.7";"-1.2";"72";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"3.2";"";"";"";"";"";"";
"02.10.2017 12:00";"7.0";"752.2";"773.0";"0.0";"81";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"4.0";"";"";"";"";"";"";
"02.10.2017 09:00";"6.4";"752.2";"773.2";"-0.4";"87";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"6.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"14.0";"4.4";"";"";"";"";"";"";
"02.10.2017 06:00";"6.3";"752.6";"773.6";"-0.5";"84";"Ветер, дующий с юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"";"";"17.0";"3.7";"";"";"";"";"";"";
"02.10.2017 03:00";"6.8";"753.1";"774.1";"0.1";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"17.0";"2.9";"";"";"";"";"";"";
"02.10.2017 00:00";"7.2";"753.0";"773.9";"0.2";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"16.0";"3.7";"";"";"";"";"";"";
"01.10.2017 21:00";"7.5";"752.8";"773.8";"-0.2";"77";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"9.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"";"";"16.0";"3.6";"";"";"";"";"";"";
"01.10.2017 18:00";"8.5";"753.0";"773.8";"-0.2";"63";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"19.0";"1.8";"";"";"";"";"";"";
