# Метеостанция Минск, Беларусь, WMO_ID=26850, выборка с 01.01.2019 по 30.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26850&lang=ru
#
"Местное время в Минске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.07.2019 06:00";"12.7";"733.8";"754.2";"0.2";"96";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"300-600";"";"";"16.0";"12.1";"";"";"";"";"";"";
"11.07.2019 03:00";"12.0";"733.6";"754.0";"0.1";"95";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"11.2";"";"";"";"";"";"";
"11.07.2019 00:00";"12.4";"733.5";"753.9";"0.5";"96";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"16.0";"11.8";"";"";"";"";"";"";
"10.07.2019 21:00";"14.3";"733.0";"753.3";"0.6";"84";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"17.2";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"19.0";"11.6";"4.0";"12";"";"";"";"";
"10.07.2019 18:00";"15.1";"732.4";"752.6";"0.3";"76";"Ветер, дующий с западо-северо-запада";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"19.0";"10.9";"";"";"";"";"";"";
"10.07.2019 15:00";"14.0";"732.1";"752.3";"0.3";"89";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"13.0";"12.2";"";"";"";"";"";"";
"10.07.2019 12:00";"14.8";"731.8";"752.0";"-0.2";"79";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"18.0";"11.2";"";"";"";"";"";"";
"10.07.2019 09:00";"12.5";"732.0";"752.3";"0.2";"94";"Ветер, дующий с северо-северо-запада";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"10.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"16.0";"11.6";"1.0";"12";"";"";"";"";
"10.07.2019 06:00";"11.2";"731.8";"752.2";"-0.1";"95";"Ветер, дующий с западо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"10.4";"";"";"";"";"";"";
"10.07.2019 03:00";"10.8";"731.9";"752.4";"-0.5";"95";"Ветер, дующий с запада";"1";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"10.0";"";"";"";"";"";"";
"10.07.2019 00:00";"11.9";"732.4";"752.8";"0.0";"95";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"12.0";"11.1";"";"";"";"";"";"";
"09.07.2019 21:00";"12.7";"732.4";"752.8";"0.3";"90";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"18.5";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"8.0";"11.1";"4.0";"12";"";"";"";"";
"09.07.2019 18:00";"17.6";"732.1";"752.1";"-0.6";"66";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"11.2";"";"";"";"";"";"";
"09.07.2019 15:00";"13.9";"732.7";"753.0";"-0.1";"86";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"12.0";"11.6";"";"";"";"";"";"";
"09.07.2019 12:00";"14.8";"732.8";"753.0";"0.1";"74";"Ветер, дующий с запада";"3";"";"10";"70 – 80%.";"Ливневый(ые) дождь(и). ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.2";"";"";"";"";"";"";
"09.07.2019 09:00";"13.5";"732.7";"753.1";"0.0";"82";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"12.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"12.0";"10.5";"1.0";"12";"";"";"";"";
"09.07.2019 06:00";"12.5";"732.7";"753.0";"-0.2";"87";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"10.4";"";"";"";"";"";"";
"09.07.2019 03:00";"12.3";"732.9";"753.3";"-0.3";"91";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"13.0";"10.9";"";"";"";"";"";"";
"09.07.2019 00:00";"12.3";"733.2";"753.6";"-0.2";"87";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"70 – 80%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"12.0";"10.2";"";"";"";"";"";"";
"08.07.2019 21:00";"14.2";"733.4";"753.7";"0.4";"75";"Ветер, дующий с западо-северо-запада";"5";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"19.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"14.0";"9.8";"4.0";"12";"";"";"";"";
"08.07.2019 18:00";"16.5";"733.0";"753.1";"0.3";"70";"Ветер, дующий с запада";"3";"";"";"60%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"13.0";"11.0";"";"";"";"";"";"";
"08.07.2019 15:00";"18.5";"732.7";"752.6";"0.0";"50";"Ветер, дующий с западо-юго-запада";"4";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"7.9";"";"";"";"";"";"";
"08.07.2019 12:00";"15.1";"732.7";"752.9";"0.9";"63";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"14.0";"8.1";"";"";"";"";"";"";
"08.07.2019 09:00";"13.1";"731.8";"752.1";"-1.3";"79";"Ветер, дующий с запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"10.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"12.0";"9.5";"";"";"";"";"";"";
"08.07.2019 06:00";"18.5";"733.1";"753.1";"1.5";"46";"Ветер, дующий с запада";"3";"";"12";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.7";"";"";"";"";"";"";
"08.07.2019 03:00";"13.1";"731.6";"751.9";"0.1";"75";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"8.8";"";"";"";"";"";"";
"08.07.2019 00:00";"10.9";"731.5";"752.0";"0.6";"93";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"9.8";"";"";"";"";"";"";
"07.07.2019 21:00";"15.2";"730.9";"751.0";"0.6";"76";"Ветер, дующий с северо-запада";"1";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"20.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.0";"4.0";"12";"";"";"";"";
"07.07.2019 18:00";"18.0";"730.3";"750.2";"0.2";"73";"Ветер, дующий с запада";"3";"";"";"20–30%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.1";"";"";"";"";"";"";
"07.07.2019 15:00";"20.1";"730.1";"749.8";"-0.5";"60";"Ветер, дующий с юго-запада";"5";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"12.1";"";"";"";"";"";"";
"07.07.2019 12:00";"16.4";"730.6";"750.7";"-0.4";"80";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"12.9";"";"";"";"";"";"";
"07.07.2019 09:00";"13.2";"731.0";"751.3";"-0.9";"92";"Ветер, дующий с юга";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"17.0";"11.9";"1.0";"12";"";"";"";"";
"07.07.2019 06:00";"11.2";"731.9";"752.3";"-0.9";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"15.0";"10.4";"";"";"";"";"";"";
"07.07.2019 03:00";"11.8";"732.8";"753.2";"-0.5";"78";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"16.0";"8.1";"";"";"";"";"";"";
"07.07.2019 00:00";"12.2";"733.3";"753.7";"0.0";"74";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"17.0";"7.7";"";"";"";"";"";"";
"06.07.2019 21:00";"17.5";"733.3";"753.4";"0.2";"44";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"20.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"5.1";"";"";"";"";"";"";
"06.07.2019 18:00";"18.5";"733.1";"753.1";"0.2";"46";"Ветер, дующий с запада";"3";"";"12";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.7";"";"";"";"";"";"";
"06.07.2019 15:00";"19.0";"732.9";"752.8";"0.2";"42";"Ветер, дующий с запада";"4";"12";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.8";"";"";"";"";"";"";
"06.07.2019 12:00";"16.5";"732.7";"752.8";"0.3";"54";"Ветер, дующий с запада";"5";"11";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"18.0";"7.2";"";"";"";"";"";"";
"06.07.2019 09:00";"13.2";"732.4";"752.8";"-0.5";"69";"Ветер, дующий с запада";"4";"";"10";"70 – 80%.";" ";"";"";"9.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"18.0";"7.6";"";"";"";"";"";"";
"06.07.2019 06:00";"10.0";"732.9";"753.4";"-0.7";"72";"Ветер, дующий с юго-запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"17.0";"5.2";"";"";"";"";"";"";
"06.07.2019 03:00";"10.8";"733.6";"754.2";"0.0";"66";"Ветер, дующий с западо-юго-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"12.0";"4.7";"";"";"";"";"";"";
"06.07.2019 00:00";"13.2";"733.6";"753.9";"0.4";"68";"Ветер, дующий с запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"7.4";"";"";"";"";"";"";
"05.07.2019 21:00";"15.4";"733.2";"753.4";"-0.4";"65";"Ветер, дующий с западо-юго-запада";"3";"";"";"40%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"16.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"8.9";"1.0";"12";"";"";"";"";
"05.07.2019 18:00";"15.6";"733.6";"753.8";"-0.3";"64";"Ветер, дующий с западо-юго-запада";"3";"";"11";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"8.8";"";"";"";"";"";"";
"05.07.2019 15:00";"13.5";"733.9";"754.3";"-0.9";"88";"Ветер, дующий с юго-запада";"5";"";"13";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"11.6";"";"";"";"";"";"";
"05.07.2019 12:00";"14.2";"734.8";"755.2";"-1.2";"74";"Ветер, дующий с юго-юго-запада";"5";"";"13";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"12.0";"9.6";"";"";"";"";"";"";
"05.07.2019 09:00";"14.6";"736.0";"756.4";"-1.5";"56";"Ветер, дующий с юго-юго-запада";"4";"";"";"100%.";" ";"";"";"9.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"19.0";"5.9";"0.3";"12";"";"";"";"";
"05.07.2019 06:00";"11.9";"737.5";"758.1";"-1.6";"67";"Ветер, дующий с юго-юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"6.0";"";"";"";"";"";"";
"05.07.2019 03:00";"11.6";"739.1";"759.7";"-1.1";"76";"Ветер, дующий с юго-юго-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"12.0";"7.5";"";"";"";"";"";"";
"05.07.2019 00:00";"12.8";"740.2";"760.8";"0.1";"69";"Ветер, дующий с запада";"2";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"7.3";"";"";"";"";"";"";
"04.07.2019 21:00";"15.2";"740.1";"760.5";"-0.3";"56";"Ветер, дующий с запада";"3";"";"12";"20–30%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"18.3";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"14.0";"6.5";"0.3";"12";"";"";"";"";
"04.07.2019 18:00";"17.3";"740.4";"760.6";"-0.3";"44";"Ветер, дующий с запада";"4";"10";"10";"60%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"4.9";"";"";"";"";"";"";
"04.07.2019 15:00";"16.7";"740.7";"761.0";"0.0";"49";"Ветер, дующий с запада";"4";"";"10";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"12.0";"5.9";"";"";"";"";"";"";
"04.07.2019 12:00";"16.4";"740.7";"761.0";"-0.4";"49";"Ветер, дующий с западо-юго-запада";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"14.0";"5.7";"";"";"";"";"";"";
"04.07.2019 09:00";"14.1";"741.1";"761.5";"0.2";"60";"Ветер, дующий с западо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"8.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"14.0";"6.5";"0.3";"12";"";"";"";"";
"04.07.2019 06:00";"10.3";"740.9";"761.7";"0.1";"79";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"6.8";"";"";"";"";"";"";
"04.07.2019 03:00";"8.6";"740.8";"761.7";"0.2";"94";"Ветер, дующий с запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"7.7";"";"";"";"";"";"";
"04.07.2019 00:00";"11.5";"740.6";"761.3";"0.7";"75";"Ветер, дующий с запада";"1";"";"11";"60%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"7.2";"";"";"";"";"";"";
"03.07.2019 21:00";"15.0";"739.9";"760.3";"0.6";"57";"Ветер, дующий с запада";"3";"";"11";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"17.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"6.6";"2.0";"12";"";"";"";"";
